title,price,num_images,link,brand,type
aria pro 2 fullerton,90,0,https://charlottesville.craigslist.org/msg/d/stuarts-draft-aria-pro-fullerton/7814421059.html,Unknown,Unknown
aria pro 2 fullerton,90,0,https://charlottesville.craigslist.org/msg/d/stuarts-draft-aria-pro-fullerton/7814421059.html,Unknown,Unknown
aria pro 2 fullerton,90,0,https://charlottesville.craigslist.org/msg/d/stuarts-draft-aria-pro-fullerton/7814421059.html,Unknown,Unknown
aria pro 2 fullerton,90,0,https://charlottesville.craigslist.org/msg/d/stuarts-draft-aria-pro-fullerton/7814421059.html,Unknown,Unknown
aria pro 2 fullerton,90,0,https://charlottesville.craigslist.org/msg/d/stuarts-draft-aria-pro-fullerton/7814421059.html,Unknown,Unknown
